"PMID"	"Title"	"YearPubmed"	"MonthPubmed"	"DayPubmed"	"Date"	"country"	"iso"	"chloroquine"	"hydroxychloroquine"	"remdesivir"	"ritonavir"	"lopinavir"	"favipiravir"	"azithromycin"	"tocilizumab"	"antivirals"	"interferon"	"antibodies"	"vaccine"	"Inst"	"lat"	"long"
"15532"	32306751	"Novel 2019 coronavirus: Genome structure, clinical trials, and outstanding questions."	2020	4	21	2020-04-21	"South Korea"	"KR"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15534"	32314790	"What's New With the Old Coronaviruses?"	2020	4	22	2020-04-22	"South Korea"	"KR"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15536"	32314010	"Coronavirus Disease 19 (COVID-19) complicated with pneumonia in a patient with rheumatoid arthritis receiving conventional disease-modifying antirheumatic drugs."	2020	4	22	2020-04-22	"South Korea"	"KR"	1	1	0	1	1	0	0	0	1	0	0	0	""	NA	NA
"15541"	32313784	"Changes in Subway Ridership in Response to COVID-19 in Seoul, South Korea: Implications for Social Distancing."	2020	4	22	2020-04-22	"South Korea"	"KR"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15542"	32312022	"Consequences of COVID-19 on international medical graduates and students applying to residencies in the United States."	2020	4	22	2020-04-22	"South Korea"	"KR"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15544"	32321159	"Preparedness and Rapid Implementation of External Quality Assessment Helped Quickly Increase COVID-19 Testing Capacity in the Republic of Korea."	2020	4	23	2020-04-23	"South Korea"	"KR"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15548"	32325426	"An Infodemiological Study on Novel Coronavirus (COVID-19) in South Korea: Conversations and Medical News Frames on Twitter."	2020	4	24	2020-04-24	"South Korea"	"KR"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15549"	32324202	"Information Technology-Based Tracing Strategy in Response to COVID-19 in South Korea-Privacy Controversies."	2020	4	24	2020-04-24	"South Korea"	"KR"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15551"	32287039	"Top concerns of tweeters during the COVID-19 pandemic: A surveillance study."	2020	4	15	2020-04-15	"Kuwait"	"KW"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15552"	32243668	"A Practical Approach to the Management of Cancer Patients During the Novel Coronavirus Disease 2019 (COVID-19) Pandemic: An International Collaborative Group."	2020	4	4	2020-04-04	"Kuwait"	"KW"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15553"	32292897	"A systems approach to preventing and responding to COVID-19."	2020	4	16	2020-04-16	"Kuwait"	"KW"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15554"	32292707	"Death and contagious infectious diseases: Impact of the COVID-19 virus on stock market returns."	2020	4	16	2020-04-16	"Kuwait"	"KW"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15557"	32302422	"A case of COVID-19 presenting in clinical picture resembling chilblains disease. First report from the Middle East."	2020	4	18	2020-04-18	"Kuwait"	"KW"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15558"	32323644	"All together to Fight Novel Coronavirus Disease (COVID-19)."	2020	4	24	2020-04-24	"Kuwait"	"KW"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15559"	32266838	"The Lebanese Society of Medical Oncology (LSMO) statement on the care of patients with cancer during the COVID-19 pandemic."	2020	4	9	2020-04-09	"Lebanon"	"LB"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15562"	32292687	"Telemental Health in the Context of a Pandemic: the COVID-19 Experience."	2020	4	16	2020-04-16	"Lebanon"	"LB"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15564"	32292669	"Coronavirus Goes Viral: Quantifying the COVID-19 Misinformation Epidemic on Twitter."	2020	4	16	2020-04-16	"Lebanon"	"LB"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15567"	32290754	"Do checkpoint inhibitors compromise the cancer patients' immunity and increase the vulnerability to COVID-19 infection?"	2020	4	16	2020-04-16	"Lebanon"	"LB"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15568"	32305831	"Flash survey on severe acute respiratory syndrome coronavirus-2 infections in paediatric patients on anticancer treatment."	2020	4	20	2020-04-20	"Lebanon"	"LB"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15569"	32313754	"An Epidemiological Study on COVID-19: A Rapidly Spreading Disease."	2020	4	22	2020-04-22	"Lebanon"	"LB"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15574"	32313188	"Nutrition amid the COVID-19 pandemic: a multi-level framework for action."	2020	4	22	2020-04-22	"Lebanon"	"LB"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15576"	32319878	"Borderless collaboration is needed for COVID-19; a disease that knows no borders."	2020	4	23	2020-04-23	"Lebanon"	"LB"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15578"	32323581	"The impact of the coronavirus pandemic on the management of cancer patients in Lebanon: a single institutional experience."	2020	4	24	2020-04-24	"Lebanon"	"LB"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15579"	32323577	"What the oncologist needs to know about COVID-19 infection in cancer patients."	2020	4	24	2020-04-24	"Lebanon"	"LB"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15580"	32235486	"Novel Coronavirus Infection (COVID-19) in Humans: A Scoping Review and Meta-Analysis."	2020	4	3	2020-04-03	"Sri Lanka"	"LK"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15582"	32233040	"Intranasal corticosteroids in allergic rhinitis in COVID-19 infected patients: An ARIA-EAACI statement."	2020	4	2	2020-04-02	"Lithuania"	"LT"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15583"	32240876	"Hyperglycemia and the novel Covid-19 infection: Possible pathophysiologic mechanisms."	2020	4	3	2020-04-03	"Lithuania"	"LT"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15584"	32282026	"Call to action for the cardiovascular side of COVID-19."	2020	4	14	2020-04-14	"Luxembourg"	"LU"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15585"	32304743	"Modelling the epidemic spread of COVID-19 virus infection in Northern African countries."	2020	4	19	2020-04-19	"Libya"	"LY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15587"	32217506	"The Role of the Global Health Development/Eastern Mediterranean Public Health Network and the Eastern Mediterranean Field Epidemiology Training Programs in Preparedness for COVID-19."	2020	3	29	2020-03-29	"Morocco"	"MA"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15588"	32251622	"Preparing African anticancer centres in the COVID-19 outbreak."	2020	4	7	2020-04-07	"Morocco"	"MA"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15592"	32278932	"COVID-19: Initial experience of an international group of hand surgeons."	2020	4	13	2020-04-13	"Morocco"	"MA"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15593"	32303363	""	2020	4	19	2020-04-19	"Morocco"	"MA"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15595"	32306860	"Moroccan Medicinal plants as inhibitors of COVID-19: Computational investigations."	2020	4	21	2020-04-21	"Morocco"	"MA"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15597"	32322402	"Review on the global epidemiological situation and the efficacy of chloroquine and hydroxychloroquine for the treatment of COVID-19."	2020	4	24	2020-04-24	"Morocco"	"MA"	1	1	0	0	0	0	0	0	1	0	0	1	""	NA	NA
"15599"	32109274	"Saudi Arabia`s measures to curb the COVID-19 outbreak: temporary suspension of the Umrah pilgrimage."	2020	2	29	2020-02-29	"Mali"	"ML"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15600"	32275260	"Protection and disinfection policies against SARS-CoV-2 (COVID-19)."	2020	4	11	2020-04-11	"Mali"	"ML"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15601"	32113506	"COVID-19: preparing for superspreader potential among Umrah pilgrims to Saudi Arabia."	2020	3	3	2020-03-03	"Mali"	"ML"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15602"	32205271	"COVID-19: Facemask use prevalence in international airports in Asia, Europe and the Americas, March 2020."	2020	3	25	2020-03-25	"Mali"	"ML"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15603"	32184233	"Covid-19 and community mitigation strategies in a pandemic."	2020	3	19	2020-03-19	"Mali"	"ML"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15604"	32165283	"COVID-19 - the role of mass gatherings."	2020	3	14	2020-03-14	"Mali"	"ML"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15605"	32275257	"Clinical manifestation, diagnosis, prevention and control of SARS-CoV-2 (COVID-19) during the outbreak period."	2020	4	11	2020-04-11	"Mali"	"ML"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15606"	32245869	"Possible treatment of Covid-19 with a therapeutic vaccine."	2020	4	5	2020-04-05	"Myanmar"	"MM"	0	0	0	0	0	0	0	0	0	0	0	1	""	NA	NA
"15607"	32221001	"Possible method for the production of a Covid-19 vaccine."	2020	3	30	2020-03-30	"Myanmar"	"MM"	0	0	0	0	0	0	0	0	0	0	0	1	""	NA	NA
"15608"	32271768	"Detection of novel coronaviruses in bats in Myanmar."	2020	4	10	2020-04-10	"Myanmar"	"MM"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15609"	32181901	"A guideline for homology modeling of the proteins from newly discovered betacoronavirus, 2019 novel coronavirus (2019-nCoV)."	2020	3	18	2020-03-18	"Mongolia"	"MN"	0	0	0	0	0	0	0	0	0	0	0	1	""	NA	NA
"15610"	32305489	"Clinical characteristics of older patients: The experience of a geriatric short-stay unit dedicated to patients with COVID-19 in France."	2020	4	20	2020-04-20	"Martinique"	"MQ"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15611"	32323250	"Coping with the COVID-19 crisis in Sub-Saharan Africa: let us not leave older people behind!"	2020	4	24	2020-04-24	"Martinique"	"MQ"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15613"	32247898	"Unknown unknowns - COVID-19 and potential global mortality."	2020	4	6	2020-04-06	"Malta"	"MT"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15614"	32311646	"COVID-19 admissions calculators: General population and paediatric cohort."	2020	4	21	2020-04-21	"Malta"	"MT"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15615"	32310817	"COVID-19 mobile positioning surveillance and contact tracing, and patient privacy."	2020	4	21	2020-04-21	"Malta"	"MT"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15616"	32120822	"On the Coronavirus (COVID-19) Outbreak and the Smart City Network: Universal Data Sharing Standards Coupled with Artificial Intelligence (AI) to Benefit Urban Health Monitoring and Management."	2020	3	4	2020-03-04	"Mauritius"	"MU"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15617"	32307930	"Assessing Knowledge, Attitudes and Practices of dental practitioners regarding the COVID-19 pandemic: A multinational study."	2020	4	21	2020-04-21	"Mauritius"	"MU"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15618"	32141569	"COVID-19 (Novel Coronavirus 2019) - recent trends."	2020	3	7	2020-03-07	"Maldives"	"MV"	0	0	0	0	0	0	0	0	0	0	1	0	""	NA	NA
"15619"	32246914	"Essential care of critical illness must not be forgotten in the COVID-19 pandemic."	2020	4	5	2020-04-05	"Malawi"	"MW"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15622"	32301806	"COVID-19 Preparedness within the Surgical, Obstetric and Anesthetic Ecosystem in Sub Saharan Africa."	2020	4	18	2020-04-18	"Malawi"	"MW"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15623"	32279908	"Is the ACE2 Overexpression a Risk Factor for COVID-19 Infection?"	2020	4	14	2020-04-14	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital General CMN La Raza"	19.4648673	-99.1467502
"15624"	32272522	"[Rapid review of the use of community-wide surgical masks and acute respiratory infections]."	2020	4	11	2020-04-11	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15625"	32297995	"High IL-6/IFN-<U+03B3> ratio could be associated with severe disease in COVID-19 patients."	2020	4	17	2020-04-17	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital General CMN La Raza"	19.4648673	-99.1467502
"15626"	32295153	"What Does Plant-Based Vaccine Technology Offer to the Fight against COVID-19?"	2020	4	17	2020-04-17	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	1	"Universidad Autonoma de San Luis Potosi"	22.1527285	-100.9801939
"15627"	32250960	"COVID- 19 misinformation on the internet: The other epidemy."	2020	4	7	2020-04-07	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Benemerita Universidad Autonoma de Puebla"	19.0420934	-98.1973028
"15628"	32272957	"COVID-19 the showdown for mass casualty preparedness and management: the Cassandra Syndrome."	2020	4	11	2020-04-11	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Angeles Lomas"	19.3946111	-99.2842099
"15629"	32126292	"COVID-19 in Latin America: The implications of the first confirmed case in Brazil."	2020	3	4	2020-03-04	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Infantil Federico Gomez"	19.4108089	-99.1541185
"15630"	32304631	"COVID-19 and the coming epidemic in US immigration detention centres."	2020	4	19	2020-04-19	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Infantil Federico Gomez"	19.4108089	-99.1541185
"15631"	32145829	"Respiratory support for patients with COVID-19 infection."	2020	3	9	2020-03-09	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Medica Sur"	19.2972687	-99.1613691
"15632"	32233040	"Intranasal corticosteroids in allergic rhinitis in COVID-19 infected patients: An ARIA-EAACI statement."	2020	4	2	2020-04-02	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Medica Sur"	19.2972687	-99.1613691
"15633"	32223988	"ECMO for ARDS due to COVID-19."	2020	4	1	2020-04-01	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Medica Sur"	19.2972687	-99.1613691
"15634"	32309152	"What Has the COVID-19 Pandemic Taught Us so Far? Addressing the Problem from a Hepatologist's Perspective."	2020	4	21	2020-04-21	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Hospital Medica Sur"	19.2972687	-99.1613691
"15635"	32277475	"Staying in A Burning House: Perks and Perils of A Hotline in The Times of COVID-19."	2020	4	12	2020-04-12	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran"	19.2891586	-99.1575864
"15636"	32216248	"[Prevention and control of SARS-CoV-2 (Covid-19) coronavirus infection in hemodialysis units]."	2020	3	28	2020-03-28	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran"	19.2891586	-99.1575864
"15639"	32205399	"WHO must prioritise the needs of older people in its response to the covid-19 pandemic."	2020	3	25	2020-03-25	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Instituto Nacional de Geriatria"	19.326655	-99.2155218
"15640"	32226003	"COVID-19: The outbreak caused by a new coronavirus."	2020	4	1	2020-04-01	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Instituto Nacional de Pediatria"	19.326655	-99.2155218
"15642"	32204922	"COVID-19, a worldwide public health emergency."	2020	3	25	2020-03-25	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15644"	32272522	"[Rapid review of the use of community-wide surgical masks and acute respiratory infections]."	2020	4	11	2020-04-11	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Instituto Nacional de Salud Publica"	18.9775519	-99.2462215
"15646"	32237554	"[Emerging infections, the great challenge of global health: Covid-19]."	2020	4	3	2020-04-03	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Instituto Nacional de Salud Publica"	18.9775519	-99.2462215
"15647"	32237566	"[Covid-19: the new pathology caused by a coronavirus]."	2020	4	3	2020-04-03	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Instituto Nacional de Salud Publica"	18.9775519	-99.2462215
"15648"	32301966	"Albert Camus' 'The COVID-19 Plague' Revisited."	2020	4	18	2020-04-18	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Instituto Nacional de Salud Publica"	18.9775519	-99.2462215
"15649"	32304371	"[Public health literacy in the face of the Covid-19 pandemic emergency]."	2020	4	19	2020-04-19	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	1	"Instituto Nacional de Salud Publica"	18.9775519	-99.2462215
"15651"	32242950	"Neutrophil-to-Lymphocyte ratio and Lymphocyte-to-C-reactive protein ratio in patients with severe coronavirus disease 2019 (COVID-19): A meta-analysis."	2020	4	4	2020-04-04	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Instituto Politecnico Nacional"	19.5014046	-99.1433947
"15652"	32297995	"High IL-6/IFN-<U+03B3> ratio could be associated with severe disease in COVID-19 patients."	2020	4	17	2020-04-17	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Instituto Politecnico Nacional"	19.5014046	-99.1433947
"15653"	32216248	"[Prevention and control of SARS-CoV-2 (Covid-19) coronavirus infection in hemodialysis units]."	2020	3	28	2020-03-28	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15654"	32250960	"COVID- 19 misinformation on the internet: The other epidemy."	2020	4	7	2020-04-07	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Universidad Anahuac Puebla"	19.0206093	-98.2657715
"15655"	32282922	"Use of self-administered surveys through QR code and same center telemedicine in a walk-in clinic in the era of COVID-19."	2020	4	14	2020-04-14	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Universidad Autonoma de Nuevo Leon"	25.72743955	-100.312102762132
"15656"	32205336	"Are my patients with rheumatic diseases at higher risk of COVID-19?"	2020	3	25	2020-03-25	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Universidad Autonoma de Nuevo Leon"	25.72743955	-100.312102762132
"15659"	32250170	"Will plant-made biopharmaceuticals play a role in the fight against COVID-19?"	2020	4	7	2020-04-07	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Universidad Autonoma de San Luis Potosi"	22.1527285	-100.9801939
"15662"	32167166	"An exclusive 42 amino acid signature in pp1ab protein provides insights into the evolutive history of the 2019 novel human-pathogenic coronavirus (SARS-CoV2)."	2020	3	14	2020-03-14	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Universidad de Colima"	19.2489671	-103.7009917
"15665"	32285862	"From the handling of an outbreak by an unknown pathogen in Wuhan to the preparedness and response in the face of the emergence of Covid-19 in Mexico."	2020	4	15	2020-04-15	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Universidad Nacional Autonoma de Mexico"	19.4379916	-99.1355288
"15667"	32309152	"What Has the COVID-19 Pandemic Taught Us so Far? Addressing the Problem from a Hepatologist's Perspective."	2020	4	21	2020-04-21	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Universidad Nacional Autonoma de Mexico"	19.4379916	-99.1355288
"15668"	32204922	"COVID-19, a worldwide public health emergency."	2020	3	25	2020-03-25	"Mexico"	"MX"	0	0	0	0	0	0	0	0	0	0	0	0	"Universidad Veracruzana"	19.5180221	-96.9194364
"15669"	32284797	"We have to write and share valid and reliable information on COVID-19."	2020	4	15	2020-04-15	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15674"	32017153	"Updates on Wuhan 2019 novel coronavirus epidemic."	2020	2	6	2020-02-06	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15675"	32086938	"The SARS, MERS and novel coronavirus (COVID-19) epidemics, the newest and biggest global health threats: what lessons have we learned?"	2020	2	23	2020-02-23	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15677"	32220663	"The role of CT in case ascertainment and management of COVID-19 pneumonia in the UK: insights from high-incidence regions."	2020	3	30	2020-03-30	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15678"	32235575	"The First 75 Days of Novel Coronavirus (SARS-CoV-2) Outbreak: Recent Advances, Prevention, and Treatment."	2020	4	3	2020-04-03	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	1	""	NA	NA
"15679"	32087122	"Statement in support of the scientists, public health professionals, and medical professionals of China combatting COVID-19."	2020	2	23	2020-02-23	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15680"	32241897	"Practice of endoscopy during COVID-19 pandemic: position statements of the Asian Pacific Society for Digestive Endoscopy (APSDE-COVID statements)."	2020	4	4	2020-04-04	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15682"	32138266	"Potential Factors Influencing Repeated SARS Outbreaks in China."	2020	3	7	2020-03-07	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15683"	32159805	"Nepal's First Case of COVID-19 and public health response."	2020	3	12	2020-03-12	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15684"	32104884	"Nepal's First Case of COVID-19 and public health response."	2020	2	28	2020-02-28	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15685"	32289175	"Lessons learned from the COVID-19 pandemic."	2020	4	15	2020-04-15	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15686"	32284798	"How should front-line general practitioners use personal protective equipment (PPE)?"	2020	4	15	2020-04-15	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15694"	32048740	"Economic impacts of Wuhan 2019-nCoV on China and the world."	2020	2	13	2020-02-13	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15695"	32251618	"Current Drugs with Potential for Treatment of COVID-19: A Literature Review."	2020	4	7	2020-04-07	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	1	""	NA	NA
"15696"	32281587	"Coronavirus disease (COVID-19) pandemic."	2020	4	14	2020-04-14	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15698"	32281055	"Cardiovascular Disease and Use of Renin-Angiotensin System Inhibitors in COVID-19."	2020	4	14	2020-04-14	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15699"	32304822	"COVID-19: Four Paediatric Cases in Malaysia."	2020	4	19	2020-04-19	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15707"	32303372	"Will the status of infection prevention and control (IPC) professionals be improved in the context of COVID-19?"	2020	4	19	2020-04-19	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15708"	32305831	"Flash survey on severe acute respiratory syndrome coronavirus-2 infections in paediatric patients on anticancer treatment."	2020	4	20	2020-04-20	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15709"	32308536	"A Critical Appraisal of COVID-19 in Malaysia and Beyond."	2020	4	21	2020-04-21	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15717"	32307549	"A Single Mass Gathering Resulted in Massive Transmission of COVID-19 Infections in Malaysia with Further International Spread."	2020	4	21	2020-04-21	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15718"	32313613	"COVID-19 in Singapore and Malaysia: Rising to the Challenges of Orthopaedic Practice in an Evolving Pandemic."	2020	4	22	2020-04-22	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15720"	32319878	"Borderless collaboration is needed for COVID-19; a disease that knows no borders."	2020	4	23	2020-04-23	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15722"	32323644	"All together to Fight Novel Coronavirus Disease (COVID-19)."	2020	4	24	2020-04-24	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15723"	32322475	"Defending against the Novel Coronavirus (COVID-19) Outbreak: How Can the Internet of Things (IoT) help to save the World?"	2020	4	24	2020-04-24	"Malaysia"	"MY"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15725"	32321878	"Is GSK3ß a molecular target of chloroquine treatment against COVID-19?"	2020	4	24	2020-04-24	"Malaysia"	"MY"	1	1	0	0	0	0	0	0	1	0	0	0	""	NA	NA
"15726"	32247325	"Monitoring the COVID-19 epidemic in the context of widespread local transmission."	2020	4	6	2020-04-06	"Mozambique"	"MZ"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15728"	32295188	"Coronavirus Diseases (COVID-19) Current Status and Future Perspectives: A Narrative Review."	2020	4	17	2020-04-17	"Mozambique"	"MZ"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15729"	32269597	"Upheaval in cancer care during the COVID-19 outbreak."	2020	4	10	2020-04-10	"Nigeria"	"NG"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15734"	32119980	"Is Africa prepared for tackling the COVID-19 (SARS-CoV-2) epidemic. Lessons from past outbreaks, ongoing pan-African public health efforts, and implications for the future."	2020	3	3	2020-03-03	"Nigeria"	"NG"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15738"	32275258	"Exploring the genetics, ecology of SARS-COV-2 and climatic factors as possible control strategies against COVID-19."	2020	4	11	2020-04-11	"Nigeria"	"NG"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15745"	32278757	"COVID-19: Travel health and the implications for sub -Saharan Africa."	2020	4	13	2020-04-13	"Nigeria"	"NG"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15746"	32197103	"COVID-19: towards controlling of a pandemic."	2020	3	21	2020-03-21	"Nigeria"	"NG"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15747"	32245802	"Covid-19: how a virus is turning the world upside down."	2020	4	5	2020-04-05	"Nigeria"	"NG"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15748"	32266990	"Analyzing Situational Awareness through Public Opinion to Predict Adoption of Social Distancing Amid Pandemic COVID-19."	2020	4	9	2020-04-09	"Nigeria"	"NG"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15750"	32301806	"COVID-19 Preparedness within the Surgical, Obstetric and Anesthetic Ecosystem in Sub Saharan Africa."	2020	4	18	2020-04-18	"Nigeria"	"NG"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
"15751"	32319878	"Borderless collaboration is needed for COVID-19; a disease that knows no borders."	2020	4	23	2020-04-23	"Nigeria"	"NG"	0	0	0	0	0	0	0	0	0	0	0	0	""	NA	NA
