"PMID"	"Title"	"Abstract"	"YearPubmed"	"MonthPubmed"	"DayPubmed"	"Date"	"country"	"afil"	"chloroquine"	"remdesivir"
"2639"	32083643	"Presumed Asymptomatic Carrier Transmission of COVID-19."	NA	2020	2	23	2020-02-23	"China"	"Department of Medical Imaging, Henan Provincial People's Hospital, Zhengzhou, Henan, China."	FALSE	FALSE
"2640"	32083643	"Presumed Asymptomatic Carrier Transmission of COVID-19."	NA	2020	2	23	2020-02-23	"China"	"Department of Radiology and Interventional, the Fifth People's Hospital of Anyang, Anyang, Henan, China."	FALSE	FALSE
"2641"	32083643	"Presumed Asymptomatic Carrier Transmission of COVID-19."	NA	2020	2	23	2020-02-23	"China"	"Department of Radiology, Anyang Hospital of Traditional Chinese Medicine, Anyang, Henan, China."	FALSE	FALSE
"2642"	32083643	"Presumed Asymptomatic Carrier Transmission of COVID-19."	NA	2020	2	23	2020-02-23	"Hong Kong"	"Li Ka Shing Faculty of Medicine, the University of Hong Kong, Pokfulam, Hong Kong, China."	FALSE	FALSE
"2643"	32083643	"Presumed Asymptomatic Carrier Transmission of COVID-19."	NA	2020	2	23	2020-02-23	"China"	"Tianjin Medical University Cancer Institute and Hospital, Tianjin, China."	FALSE	FALSE
"2644"	32083409	"[Risk assessment of exported risk of novel coronavirus pneumonia from Hubei Province]."	NA	2020	2	23	2020-02-23	"China"	"Guangdong Provincial Institute of Public Health, Guangdong Provincial Center for Disease Control and Prevention, Guangzhou 511430, China."	FALSE	FALSE
"2645"	32083328	"COVID-2019: The role of the nsp2 and nsp3 in its pathogenesis."	"last december 2019  a new virus  named novel coronavirus (covid-2019) causing many cases of severe pneumonia was reported in wuhan  china. the virus knowledge is limited and especially about covid-2019 pathogenesis. the open reading frame 1ab (orf1ab) of covid-2019 has been analyzed to evidence the presence of mutation caused by selective pressure on the virus. for selective pressure analysis fast-unconstrained bayesian approximation (fubar) was used. homology modelling has been performed by swissmodel and hhpred servers. the presence of transmembrane helical segments in coronavirus orf1ab non structural protein 2 (nsp2) and nsp3 was tested by tmhmm  memsat  and mempack tools. three-dimensional structures have been analyzed and displayed using pymol. fubar analysis revealed the presence of potential sites under positive selective pressure (p<U+2009>&lt;<U+2009>.05). position 723 in the covid-2019 has a serine instead a glycine residue  while at aminoacidic position 1010 a proline instead an isoleucine. significant (p<U+2009>&lt;<U+2009>.05) pervasive negative selection in 2416 sites (55%) was found. the positive selective pressure could account for some clinical features of this virus compared with severe acute respiratory syndrome (sars) and bat sars-like cov. the stabilizing mutation falling in the endosome-associated-protein-like domain of the nsp2 protein could account for covid-2019 high ability of contagious  while the destabilizing mutation in nsp3 proteins could suggest a potential mechanism differentiating covid-2019 from sars. these data could be helpful for further investigation aimed to identify potential therapeutic targets or vaccine strategy  especially in the actual moment when the epidemic is ongoing and the scientific community is trying to enrich knowledge about this new viral pathogen."	2020	2	23	2020-02-23	"Brazil"	"Flavivirus Laboratory, Oswaldo Cruz Institute, Oswaldo Cruz Foundation, Rio de Janeiro, Brazil."	FALSE	FALSE
"2646"	32083328	"COVID-2019: The role of the nsp2 and nsp3 in its pathogenesis."	"last december 2019  a new virus  named novel coronavirus (covid-2019) causing many cases of severe pneumonia was reported in wuhan  china. the virus knowledge is limited and especially about covid-2019 pathogenesis. the open reading frame 1ab (orf1ab) of covid-2019 has been analyzed to evidence the presence of mutation caused by selective pressure on the virus. for selective pressure analysis fast-unconstrained bayesian approximation (fubar) was used. homology modelling has been performed by swissmodel and hhpred servers. the presence of transmembrane helical segments in coronavirus orf1ab non structural protein 2 (nsp2) and nsp3 was tested by tmhmm  memsat  and mempack tools. three-dimensional structures have been analyzed and displayed using pymol. fubar analysis revealed the presence of potential sites under positive selective pressure (p<U+2009>&lt;<U+2009>.05). position 723 in the covid-2019 has a serine instead a glycine residue  while at aminoacidic position 1010 a proline instead an isoleucine. significant (p<U+2009>&lt;<U+2009>.05) pervasive negative selection in 2416 sites (55%) was found. the positive selective pressure could account for some clinical features of this virus compared with severe acute respiratory syndrome (sars) and bat sars-like cov. the stabilizing mutation falling in the endosome-associated-protein-like domain of the nsp2 protein could account for covid-2019 high ability of contagious  while the destabilizing mutation in nsp3 proteins could suggest a potential mechanism differentiating covid-2019 from sars. these data could be helpful for further investigation aimed to identify potential therapeutic targets or vaccine strategy  especially in the actual moment when the epidemic is ongoing and the scientific community is trying to enrich knowledge about this new viral pathogen."	2020	2	23	2020-02-23	"Italy"	"Unit of Clinical Laboratory Science, University Campus Bio-Medico of Rome, Rome, Italy."	FALSE	FALSE
"2647"	32083328	"COVID-2019: The role of the nsp2 and nsp3 in its pathogenesis."	"last december 2019  a new virus  named novel coronavirus (covid-2019) causing many cases of severe pneumonia was reported in wuhan  china. the virus knowledge is limited and especially about covid-2019 pathogenesis. the open reading frame 1ab (orf1ab) of covid-2019 has been analyzed to evidence the presence of mutation caused by selective pressure on the virus. for selective pressure analysis fast-unconstrained bayesian approximation (fubar) was used. homology modelling has been performed by swissmodel and hhpred servers. the presence of transmembrane helical segments in coronavirus orf1ab non structural protein 2 (nsp2) and nsp3 was tested by tmhmm  memsat  and mempack tools. three-dimensional structures have been analyzed and displayed using pymol. fubar analysis revealed the presence of potential sites under positive selective pressure (p<U+2009>&lt;<U+2009>.05). position 723 in the covid-2019 has a serine instead a glycine residue  while at aminoacidic position 1010 a proline instead an isoleucine. significant (p<U+2009>&lt;<U+2009>.05) pervasive negative selection in 2416 sites (55%) was found. the positive selective pressure could account for some clinical features of this virus compared with severe acute respiratory syndrome (sars) and bat sars-like cov. the stabilizing mutation falling in the endosome-associated-protein-like domain of the nsp2 protein could account for covid-2019 high ability of contagious  while the destabilizing mutation in nsp3 proteins could suggest a potential mechanism differentiating covid-2019 from sars. these data could be helpful for further investigation aimed to identify potential therapeutic targets or vaccine strategy  especially in the actual moment when the epidemic is ongoing and the scientific community is trying to enrich knowledge about this new viral pathogen."	2020	2	23	2020-02-23	"Italy"	"Unit of Medical Statistics and Molecular Epidemiology, University Campus Bio-Medico of Rome, Rome, Italy."	FALSE	FALSE
"2648"	32083328	"COVID-2019: The role of the nsp2 and nsp3 in its pathogenesis."	"last december 2019  a new virus  named novel coronavirus (covid-2019) causing many cases of severe pneumonia was reported in wuhan  china. the virus knowledge is limited and especially about covid-2019 pathogenesis. the open reading frame 1ab (orf1ab) of covid-2019 has been analyzed to evidence the presence of mutation caused by selective pressure on the virus. for selective pressure analysis fast-unconstrained bayesian approximation (fubar) was used. homology modelling has been performed by swissmodel and hhpred servers. the presence of transmembrane helical segments in coronavirus orf1ab non structural protein 2 (nsp2) and nsp3 was tested by tmhmm  memsat  and mempack tools. three-dimensional structures have been analyzed and displayed using pymol. fubar analysis revealed the presence of potential sites under positive selective pressure (p<U+2009>&lt;<U+2009>.05). position 723 in the covid-2019 has a serine instead a glycine residue  while at aminoacidic position 1010 a proline instead an isoleucine. significant (p<U+2009>&lt;<U+2009>.05) pervasive negative selection in 2416 sites (55%) was found. the positive selective pressure could account for some clinical features of this virus compared with severe acute respiratory syndrome (sars) and bat sars-like cov. the stabilizing mutation falling in the endosome-associated-protein-like domain of the nsp2 protein could account for covid-2019 high ability of contagious  while the destabilizing mutation in nsp3 proteins could suggest a potential mechanism differentiating covid-2019 from sars. these data could be helpful for further investigation aimed to identify potential therapeutic targets or vaccine strategy  especially in the actual moment when the epidemic is ongoing and the scientific community is trying to enrich knowledge about this new viral pathogen."	2020	2	23	2020-02-23	NA	"Department of Biochemical Sciences &quot"	FALSE	FALSE
"2649"	32081636	"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and coronavirus disease-2019 (COVID-19): The epidemic and the challenges."	"the emergence of severe acute respiratory syndrome coronavirus 2 (sars-cov-2; previously provisionally named 2019 novel coronavirus or 2019-ncov) disease (covid-19) in china at the end of 2019 has caused a large global outbreak and is a major public health issue. as of 11 february 2020  data from the world health organization (who) have shown that more than 43 000 confirmed cases have been identified in 28 countries regions  with &gt;99% of cases being detected in china. on 30 january 2020  the who declared covid-19 as the sixth public health emergency of international concern. sars-cov-2 is closely related to two bat-derived severe acute respiratory syndrome-like coronaviruses  bat-sl-covzc45 and bat-sl-covzxc21. it is spread by human-to-human transmission via droplets or direct contact  and infection has been estimated to have mean incubation period of 6.4 days and a basic reproduction number of 2.24-3.58. among patients with pneumonia caused by sars-cov-2 (novel coronavirus pneumonia or wuhan pneumonia)  fever was the most common symptom  followed by cough. bilateral lung involvement with ground-glass opacity was the most common finding from computed tomography images of the chest. the one case of sars-cov-2 pneumonia in the usa is responding well to remdesivir  which is now undergoing a clinical trial in china. currently  controlling infection to prevent the spread of sars-cov-2 is the primary intervention being used. however  public health authorities should keep monitoring the situation closely  as the more we can learn about this novel virus and its associated outbreak  the better we can respond."	2020	2	23	2020-02-23	"Taiwan"	"Department of Family Medicine, Kaohsiung Veterans General Hospital, Tainan Branch, Tainan, Taiwan."	FALSE	TRUE
"2650"	32081636	"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and coronavirus disease-2019 (COVID-19): The epidemic and the challenges."	"the emergence of severe acute respiratory syndrome coronavirus 2 (sars-cov-2; previously provisionally named 2019 novel coronavirus or 2019-ncov) disease (covid-19) in china at the end of 2019 has caused a large global outbreak and is a major public health issue. as of 11 february 2020  data from the world health organization (who) have shown that more than 43 000 confirmed cases have been identified in 28 countries regions  with &gt;99% of cases being detected in china. on 30 january 2020  the who declared covid-19 as the sixth public health emergency of international concern. sars-cov-2 is closely related to two bat-derived severe acute respiratory syndrome-like coronaviruses  bat-sl-covzc45 and bat-sl-covzxc21. it is spread by human-to-human transmission via droplets or direct contact  and infection has been estimated to have mean incubation period of 6.4 days and a basic reproduction number of 2.24-3.58. among patients with pneumonia caused by sars-cov-2 (novel coronavirus pneumonia or wuhan pneumonia)  fever was the most common symptom  followed by cough. bilateral lung involvement with ground-glass opacity was the most common finding from computed tomography images of the chest. the one case of sars-cov-2 pneumonia in the usa is responding well to remdesivir  which is now undergoing a clinical trial in china. currently  controlling infection to prevent the spread of sars-cov-2 is the primary intervention being used. however  public health authorities should keep monitoring the situation closely  as the more we can learn about this novel virus and its associated outbreak  the better we can respond."	2020	2	23	2020-02-23	"Taiwan"	"Department of Internal Medicine, Kaohsiung Veterans General Hospital, Tainan Branch, Tainan, Taiwan."	FALSE	TRUE
"2651"	32081636	"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and coronavirus disease-2019 (COVID-19): The epidemic and the challenges."	"the emergence of severe acute respiratory syndrome coronavirus 2 (sars-cov-2; previously provisionally named 2019 novel coronavirus or 2019-ncov) disease (covid-19) in china at the end of 2019 has caused a large global outbreak and is a major public health issue. as of 11 february 2020  data from the world health organization (who) have shown that more than 43 000 confirmed cases have been identified in 28 countries regions  with &gt;99% of cases being detected in china. on 30 january 2020  the who declared covid-19 as the sixth public health emergency of international concern. sars-cov-2 is closely related to two bat-derived severe acute respiratory syndrome-like coronaviruses  bat-sl-covzc45 and bat-sl-covzxc21. it is spread by human-to-human transmission via droplets or direct contact  and infection has been estimated to have mean incubation period of 6.4 days and a basic reproduction number of 2.24-3.58. among patients with pneumonia caused by sars-cov-2 (novel coronavirus pneumonia or wuhan pneumonia)  fever was the most common symptom  followed by cough. bilateral lung involvement with ground-glass opacity was the most common finding from computed tomography images of the chest. the one case of sars-cov-2 pneumonia in the usa is responding well to remdesivir  which is now undergoing a clinical trial in china. currently  controlling infection to prevent the spread of sars-cov-2 is the primary intervention being used. however  public health authorities should keep monitoring the situation closely  as the more we can learn about this novel virus and its associated outbreak  the better we can respond."	2020	2	23	2020-02-23	"Taiwan"	"Department of Medicine, Chi Mei Medical Center, Tainan 71004, Taiwan."	FALSE	TRUE
"2652"	32081636	"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and coronavirus disease-2019 (COVID-19): The epidemic and the challenges."	"the emergence of severe acute respiratory syndrome coronavirus 2 (sars-cov-2; previously provisionally named 2019 novel coronavirus or 2019-ncov) disease (covid-19) in china at the end of 2019 has caused a large global outbreak and is a major public health issue. as of 11 february 2020  data from the world health organization (who) have shown that more than 43 000 confirmed cases have been identified in 28 countries regions  with &gt;99% of cases being detected in china. on 30 january 2020  the who declared covid-19 as the sixth public health emergency of international concern. sars-cov-2 is closely related to two bat-derived severe acute respiratory syndrome-like coronaviruses  bat-sl-covzc45 and bat-sl-covzxc21. it is spread by human-to-human transmission via droplets or direct contact  and infection has been estimated to have mean incubation period of 6.4 days and a basic reproduction number of 2.24-3.58. among patients with pneumonia caused by sars-cov-2 (novel coronavirus pneumonia or wuhan pneumonia)  fever was the most common symptom  followed by cough. bilateral lung involvement with ground-glass opacity was the most common finding from computed tomography images of the chest. the one case of sars-cov-2 pneumonia in the usa is responding well to remdesivir  which is now undergoing a clinical trial in china. currently  controlling infection to prevent the spread of sars-cov-2 is the primary intervention being used. however  public health authorities should keep monitoring the situation closely  as the more we can learn about this novel virus and its associated outbreak  the better we can respond."	2020	2	23	2020-02-23	"Taiwan"	"Department of Medicine, College of Medicine, National Cheng Kung University, Tainan, Taiwan."	FALSE	TRUE
"2653"	32081636	"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and coronavirus disease-2019 (COVID-19): The epidemic and the challenges."	"the emergence of severe acute respiratory syndrome coronavirus 2 (sars-cov-2; previously provisionally named 2019 novel coronavirus or 2019-ncov) disease (covid-19) in china at the end of 2019 has caused a large global outbreak and is a major public health issue. as of 11 february 2020  data from the world health organization (who) have shown that more than 43 000 confirmed cases have been identified in 28 countries regions  with &gt;99% of cases being detected in china. on 30 january 2020  the who declared covid-19 as the sixth public health emergency of international concern. sars-cov-2 is closely related to two bat-derived severe acute respiratory syndrome-like coronaviruses  bat-sl-covzc45 and bat-sl-covzxc21. it is spread by human-to-human transmission via droplets or direct contact  and infection has been estimated to have mean incubation period of 6.4 days and a basic reproduction number of 2.24-3.58. among patients with pneumonia caused by sars-cov-2 (novel coronavirus pneumonia or wuhan pneumonia)  fever was the most common symptom  followed by cough. bilateral lung involvement with ground-glass opacity was the most common finding from computed tomography images of the chest. the one case of sars-cov-2 pneumonia in the usa is responding well to remdesivir  which is now undergoing a clinical trial in china. currently  controlling infection to prevent the spread of sars-cov-2 is the primary intervention being used. however  public health authorities should keep monitoring the situation closely  as the more we can learn about this novel virus and its associated outbreak  the better we can respond."	2020	2	23	2020-02-23	"Taiwan"	"Department of Laboratory Medicine, National Taiwan University Hospital, National Taiwan University College of Medicine, Taipei, Taiwan"	FALSE	TRUE
"2654"	32081569	"Community pharmacist in public health emergencies: Quick to action against the coronavirus 2019-nCoV outbreak."	"the 2019-ncov infection that is caused by a novel strain of coronavirus was first detected in china in the end of december 2019 and declared a public health emergency of international concern by the world health organization on january 30  2020. community pharmacists in one of the first areas that had confirmed cases of the viral infection  macau  joined the collaborative force in supporting the local health emergency preparedness and response arrangements. this paper aimed to improve the understanding of community pharmacists' role in case of 2019-cov outbreak based on the practical experiences in consultation with the recommendations made by the international pharmaceutical federation on the coronavirus 2019-ncov outbreak."	2020	2	23	2020-02-23	"China"	"State Key Laboratory of Quality Research in Chinese Medicine, Institute of Chinese Medical Sciences, Room, 2058, N22 Building, University of Macau, Taipa, Macao. Electronic address: carolinaung@um.edu.mo."	FALSE	FALSE
"2655"	32081428	"Structure analysis of the receptor binding of 2019-nCoV."	"2019-ncov is a newly identified coronavirus with high similarity to sars-cov. we performed a structural analysis of the receptor binding domain (rbd) of spike glycoprotein responsible for entry of coronaviruses into host cells. the rbds from the two viruses share 72% identity in amino acid sequences  and molecular simulation reveals highly similar ternary structures. however  2019-ncov has a distinct loop with flexible glycyl residues replacing rigid prolyl residues in sars-cov. molecular modeling revealed that 2019-ncov rbd has a stronger interaction with angiotensin converting enzyme 2 (ace2). a unique phenylalanine f486 in the flexible loop likely plays a major role because its penetration into a deep hydrophobic pocket in ace2. ace2 is widely expressed with conserved primary structures throughout the animal kingdom from fish  amphibians  reptiles  birds  to mammals. structural analysis suggests that ace2 from these animals can potentially bind rbd of 2019-ncov  making them all possible natural hosts for the virus. 2019-ncov is thought to be transmitted through respiratory droplets. however  since ace2 is predominantly expressed in intestines  testis  and kidney  fecal-oral and other routes of transmission are also possible. finally  antibodies and small molecular inhibitors that can block the interaction of ace2 with rbd should be developed to combat the virus."	2020	2	23	2020-02-23	"China"	"Edmond H. Fischer Translational Medical Research Laboratory, Precision Medicine Center, The Seventh Affiliated Hospital, Sun Yat-sen University, Shenzhen, 518107, Guangdong, China."	FALSE	FALSE
"2656"	32081428	"Structure analysis of the receptor binding of 2019-nCoV."	"2019-ncov is a newly identified coronavirus with high similarity to sars-cov. we performed a structural analysis of the receptor binding domain (rbd) of spike glycoprotein responsible for entry of coronaviruses into host cells. the rbds from the two viruses share 72% identity in amino acid sequences  and molecular simulation reveals highly similar ternary structures. however  2019-ncov has a distinct loop with flexible glycyl residues replacing rigid prolyl residues in sars-cov. molecular modeling revealed that 2019-ncov rbd has a stronger interaction with angiotensin converting enzyme 2 (ace2). a unique phenylalanine f486 in the flexible loop likely plays a major role because its penetration into a deep hydrophobic pocket in ace2. ace2 is widely expressed with conserved primary structures throughout the animal kingdom from fish  amphibians  reptiles  birds  to mammals. structural analysis suggests that ace2 from these animals can potentially bind rbd of 2019-ncov  making them all possible natural hosts for the virus. 2019-ncov is thought to be transmitted through respiratory droplets. however  since ace2 is predominantly expressed in intestines  testis  and kidney  fecal-oral and other routes of transmission are also possible. finally  antibodies and small molecular inhibitors that can block the interaction of ace2 with rbd should be developed to combat the virus."	2020	2	23	2020-02-23	"China"	"Edmond H. Fischer Translational Medical Research Laboratory, Precision Medicine Center, The Seventh Affiliated Hospital, Sun Yat-sen University, Shenzhen, 518107, Guangdong, China. Electronic address: yihang73@hotmail.com."	FALSE	FALSE
"2657"	32081428	"Structure analysis of the receptor binding of 2019-nCoV."	"2019-ncov is a newly identified coronavirus with high similarity to sars-cov. we performed a structural analysis of the receptor binding domain (rbd) of spike glycoprotein responsible for entry of coronaviruses into host cells. the rbds from the two viruses share 72% identity in amino acid sequences  and molecular simulation reveals highly similar ternary structures. however  2019-ncov has a distinct loop with flexible glycyl residues replacing rigid prolyl residues in sars-cov. molecular modeling revealed that 2019-ncov rbd has a stronger interaction with angiotensin converting enzyme 2 (ace2). a unique phenylalanine f486 in the flexible loop likely plays a major role because its penetration into a deep hydrophobic pocket in ace2. ace2 is widely expressed with conserved primary structures throughout the animal kingdom from fish  amphibians  reptiles  birds  to mammals. structural analysis suggests that ace2 from these animals can potentially bind rbd of 2019-ncov  making them all possible natural hosts for the virus. 2019-ncov is thought to be transmitted through respiratory droplets. however  since ace2 is predominantly expressed in intestines  testis  and kidney  fecal-oral and other routes of transmission are also possible. finally  antibodies and small molecular inhibitors that can block the interaction of ace2 with rbd should be developed to combat the virus."	2020	2	23	2020-02-23	"China"	"Edmond H. Fischer Translational Medical Research Laboratory, Precision Medicine Center, The Seventh Affiliated Hospital, Sun Yat-sen University, Shenzhen, 518107, Guangdong, China"	FALSE	FALSE
"2658"	32080993	"The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR."	NA	2020	2	23	2020-02-23	"Korea"	"CancerROP, Seoul, Korea. baeckseung@gmail.com."	FALSE	FALSE
"2659"	32080993	"The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR."	NA	2020	2	23	2020-02-23	"Korea"	"Department of Family Medicine, Myongji Hospital, Hanyang University College of Medicine, Goyang, Korea."	FALSE	FALSE
"2660"	32080993	"The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR."	NA	2020	2	23	2020-02-23	"Korea"	"Department of Infectious Diseases, Myongji Hospital, Goyang, Korea."	FALSE	FALSE
"2661"	32080993	"The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR."	NA	2020	2	23	2020-02-23	"Korea"	"Department of Internal Medicine, Myongji Hospital, Goyang, Korea."	FALSE	FALSE
"2662"	32080993	"The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR."	NA	2020	2	23	2020-02-23	"Korea"	"Department of Laboratory Medicine, Myongji Hospital, Hanyang University College of Medicine, Goyang, Korea."	FALSE	FALSE
"2663"	32080993	"The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR."	NA	2020	2	23	2020-02-23	"Korea"	"New Horizon Cancer Institute, Myongji Hospital, Goyang, Korea."	FALSE	FALSE
"2664"	32080993	"The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR."	NA	2020	2	23	2020-02-23	"Korea"	"Office of Chief Executive Officer and Chairman, Department of General Surgery, Myongji Hospital, Goyang, Korea."	FALSE	FALSE
"2665"	32080993	"The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR."	NA	2020	2	23	2020-02-23	"Korea"	"Department of Pulmonary and Critical Care Medicine, Myongji Hospital, Goyang, Korea. drjoseph@mjh.or.kr."	FALSE	FALSE
"2666"	32080992	"Letter to the Editor: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR."	NA	2020	2	23	2020-02-23	"Korea"	"Division of Infectious Diseases, Department of Internal Medicine, Incheon Medical Center, Incheon, Korea. kjykey@gmail.com."	FALSE	FALSE
"2667"	32080991	"Viral Load Kinetics of SARS-CoV-2 Infection in First Two Patients in Korea."	"as of february 2020  severe acute respiratory syndrome coronavirus 2 (sars-cov-2) outbreak started in china in december 2019 has been spreading in many countries in the world. with the numbers of confirmed cases are increasing  information on the epidemiologic investigation and clinical manifestation have been accumulated. however  data on viral load kinetics in confirmed cases are lacking. here  we present the viral load kinetics of the first two confirmed patients with mild to moderate illnesses in korea in whom distinct viral load kinetics are shown. this report suggests that viral load kinetics of sars-cov-2 may be different from that of previously reported other coronavirus infections such as sars-cov."	2020	2	23	2020-02-23	"Korea"	"Department of Internal Medicine, National Medical Center, Seoul, Korea."	FALSE	FALSE
"2668"	32080991	"Viral Load Kinetics of SARS-CoV-2 Infection in First Two Patients in Korea."	"as of february 2020  severe acute respiratory syndrome coronavirus 2 (sars-cov-2) outbreak started in china in december 2019 has been spreading in many countries in the world. with the numbers of confirmed cases are increasing  information on the epidemiologic investigation and clinical manifestation have been accumulated. however  data on viral load kinetics in confirmed cases are lacking. here  we present the viral load kinetics of the first two confirmed patients with mild to moderate illnesses in korea in whom distinct viral load kinetics are shown. this report suggests that viral load kinetics of sars-cov-2 may be different from that of previously reported other coronavirus infections such as sars-cov."	2020	2	23	2020-02-23	"Korea"	"Department of Laboratory Medicine, National Medical Center, Seoul, Korea."	FALSE	FALSE
"2669"	32080991	"Viral Load Kinetics of SARS-CoV-2 Infection in First Two Patients in Korea."	"as of february 2020  severe acute respiratory syndrome coronavirus 2 (sars-cov-2) outbreak started in china in december 2019 has been spreading in many countries in the world. with the numbers of confirmed cases are increasing  information on the epidemiologic investigation and clinical manifestation have been accumulated. however  data on viral load kinetics in confirmed cases are lacking. here  we present the viral load kinetics of the first two confirmed patients with mild to moderate illnesses in korea in whom distinct viral load kinetics are shown. this report suggests that viral load kinetics of sars-cov-2 may be different from that of previously reported other coronavirus infections such as sars-cov."	2020	2	23	2020-02-23	"Korea"	"Department of Pediatrics, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea."	FALSE	FALSE
"2670"	32080991	"Viral Load Kinetics of SARS-CoV-2 Infection in First Two Patients in Korea."	"as of february 2020  severe acute respiratory syndrome coronavirus 2 (sars-cov-2) outbreak started in china in december 2019 has been spreading in many countries in the world. with the numbers of confirmed cases are increasing  information on the epidemiologic investigation and clinical manifestation have been accumulated. however  data on viral load kinetics in confirmed cases are lacking. here  we present the viral load kinetics of the first two confirmed patients with mild to moderate illnesses in korea in whom distinct viral load kinetics are shown. this report suggests that viral load kinetics of sars-cov-2 may be different from that of previously reported other coronavirus infections such as sars-cov."	2020	2	23	2020-02-23	"Korea"	"Division of Infectious Diseases, Department of Internal Medicine, Incheon Medical Center, Incheon, Korea."	FALSE	FALSE
"2671"	32080991	"Viral Load Kinetics of SARS-CoV-2 Infection in First Two Patients in Korea."	"as of february 2020  severe acute respiratory syndrome coronavirus 2 (sars-cov-2) outbreak started in china in december 2019 has been spreading in many countries in the world. with the numbers of confirmed cases are increasing  information on the epidemiologic investigation and clinical manifestation have been accumulated. however  data on viral load kinetics in confirmed cases are lacking. here  we present the viral load kinetics of the first two confirmed patients with mild to moderate illnesses in korea in whom distinct viral load kinetics are shown. this report suggests that viral load kinetics of sars-cov-2 may be different from that of previously reported other coronavirus infections such as sars-cov."	2020	2	23	2020-02-23	"Korea"	"Division of Infectious Diseases, Department of Medicine, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea."	FALSE	FALSE
"2672"	32080991	"Viral Load Kinetics of SARS-CoV-2 Infection in First Two Patients in Korea."	"as of february 2020  severe acute respiratory syndrome coronavirus 2 (sars-cov-2) outbreak started in china in december 2019 has been spreading in many countries in the world. with the numbers of confirmed cases are increasing  information on the epidemiologic investigation and clinical manifestation have been accumulated. however  data on viral load kinetics in confirmed cases are lacking. here  we present the viral load kinetics of the first two confirmed patients with mild to moderate illnesses in korea in whom distinct viral load kinetics are shown. this report suggests that viral load kinetics of sars-cov-2 may be different from that of previously reported other coronavirus infections such as sars-cov."	2020	2	23	2020-02-23	"Korea"	"Department of Internal Medicine, National Medical Center, Seoul, Korea. moberrer@nmc.or.kr."	FALSE	FALSE
"2673"	32080991	"Viral Load Kinetics of SARS-CoV-2 Infection in First Two Patients in Korea."	"as of february 2020  severe acute respiratory syndrome coronavirus 2 (sars-cov-2) outbreak started in china in december 2019 has been spreading in many countries in the world. with the numbers of confirmed cases are increasing  information on the epidemiologic investigation and clinical manifestation have been accumulated. however  data on viral load kinetics in confirmed cases are lacking. here  we present the viral load kinetics of the first two confirmed patients with mild to moderate illnesses in korea in whom distinct viral load kinetics are shown. this report suggests that viral load kinetics of sars-cov-2 may be different from that of previously reported other coronavirus infections such as sars-cov."	2020	2	23	2020-02-23	"Korea"	"Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Disease Control &amp"	FALSE	FALSE
