"item1"	"item2"	"weight"
"1191"	"gene"	"sequence"	1.13805557792852
"1192"	"sequence"	"gene"	1.13805557792852
"1193"	"epitope"	"receptor"	1.1373897368793
"1194"	"receptor"	"epitope"	1.1373897368793
"1195"	"platelet"	"blood"	1.1361890722393
"1196"	"blood"	"platelet"	1.1361890722393
"1197"	"cytokine"	"inflammation"	1.1352843184935
"1198"	"inflammation"	"cytokine"	1.1352843184935
"1199"	"blood"	"count"	1.13020700241747
"1200"	"count"	"blood"	1.13020700241747
"1201"	"detection"	"assay"	1.12952477642641
"1202"	"assay"	"detection"	1.12952477642641
"1203"	"spike"	"antibody"	1.12876621307611
"1204"	"antibody"	"spike"	1.12876621307611
"1205"	"replication"	"host"	1.12674738399724
"1206"	"host"	"replication"	1.12674738399724
"1207"	"sir"	"model"	1.12585980031738
"1208"	"model"	"sir"	1.12585980031738
"1209"	"il"	"inflammation"	1.12414298006829
"1210"	"inflammation"	"il"	1.12414298006829
"1211"	"neutrophil"	"blood"	1.12394963711151
"1212"	"blood"	"neutrophil"	1.12394963711151
"1213"	"storm"	"ard"	1.12136168509258
"1214"	"ard"	"storm"	1.12136168509258
"1215"	"storm"	"inflammation"	1.11859146579847
"1216"	"inflammation"	"storm"	1.11859146579847
"1217"	"opacity"	"fever"	1.11654198094004
"1218"	"fever"	"opacity"	1.11654198094004
"1219"	"shortage"	"equipment"	1.11537853975115
"1220"	"equipment"	"shortage"	1.11537853975115
"1221"	"host"	"species"	1.1147029244324
"1222"	"species"	"host"	1.1147029244324
"1223"	"hypertension"	"heart"	1.1135818689945
"1224"	"heart"	"hypertension"	1.1135818689945
"1225"	"serum"	"il"	1.11222627003223
"1226"	"il"	"serum"	1.11222627003223
"1227"	"rt"	"assay"	1.11002338273977
"1228"	"assay"	"rt"	1.11002338273977
"1229"	"respondent"	"item"	1.10886195821267
"1230"	"item"	"respondent"	1.10886195821267
"1231"	"meta"	"confidence"	1.10753794331521
"1232"	"confidence"	"meta"	1.10753794331521
"1233"	"lung"	"opacity"	1.10739308962127
"1234"	"opacity"	"lung"	1.10739308962127
"1235"	"hazard"	"interval"	1.10730050671053
"1236"	"interval"	"hazard"	1.10730050671053
"1237"	"registration"	"design"	1.10690445578063
"1238"	"design"	"registration"	1.10690445578063
"1239"	"peptide"	"protein"	1.10475528825698
"1240"	"protein"	"peptide"	1.10475528825698
"1241"	"protease"	"structure"	1.10306380707867
"1242"	"structure"	"protease"	1.10306380707867
"1243"	"blood"	"lymphocyte"	1.10236661976272
"1244"	"lymphocyte"	"blood"	1.10236661976272
"1245"	"sleep"	"quality"	1.10112952372448
"1246"	"quality"	"sleep"	1.10112952372448
"1247"	"scale"	"depression"	1.10081652695788
"1248"	"depression"	"scale"	1.10081652695788
"1249"	"replication"	"rna"	1.10035985743993
"1250"	"rna"	"replication"	1.10035985743993
"1251"	"protein"	"glycoprotein"	1.09841764627221
"1252"	"glycoprotein"	"protein"	1.09841764627221
"1253"	"plasma"	"antibody"	1.09692014436863
"1254"	"antibody"	"plasma"	1.09692014436863
"1255"	"receiver"	"characteristic"	1.0962906349601
"1256"	"characteristic"	"receiver"	1.0962906349601
"1257"	"cus"	"meta"	1.09431234940971
"1258"	"meta"	"cus"	1.09431234940971
"1259"	"coagulation"	"inflammation"	1.09417739090967
"1260"	"inflammation"	"coagulation"	1.09417739090967
"1261"	"binding"	"host"	1.09308712433692
"1262"	"host"	"binding"	1.09308712433692
"1263"	"serum"	"assay"	1.09222521915011
"1264"	"assay"	"serum"	1.09222521915011
"1265"	"immune"	"cytokine"	1.09043715204138
"1266"	"cytokine"	"immune"	1.09043715204138
"1267"	"consolidation"	"feature"	1.08739550908306
"1268"	"feature"	"consolidation"	1.08739550908306
"1269"	"samples"	"detection"	1.08738729671227
"1270"	"detection"	"samples"	1.08738729671227
"1271"	"pcr"	"swab"	1.0857126805459
"1272"	"swab"	"pcr"	1.0857126805459
"1273"	"monocyte"	"cell"	1.08411047499067
"1274"	"cell"	"monocyte"	1.08411047499067
"1275"	"igm"	"detection"	1.08357483464705
"1276"	"detection"	"igm"	1.08357483464705
"1277"	"questionnaire"	"anxiety"	1.08195265558165
"1278"	"anxiety"	"questionnaire"	1.08195265558165
"1279"	"mask"	"aerosol"	1.0796800203435
"1280"	"aerosol"	"mask"	1.0796800203435
"1281"	"median"	"range"	1.07883959194802
"1282"	"range"	"median"	1.07883959194802
"1283"	"protease"	"host"	1.07869355613185
"1284"	"host"	"protease"	1.07869355613185
"1285"	"bed"	"capacity"	1.0771741516981
"1286"	"capacity"	"bed"	1.0771741516981
"1287"	"glass"	"fever"	1.07561979807723
"1288"	"fever"	"glass"	1.07561979807723
"1289"	"comorbidity"	"diabete"	1.07461691257063
"1290"	"diabete"	"comorbidity"	1.07461691257063
"1291"	"mask"	"hand"	1.07257818086762
"1292"	"hand"	"mask"	1.07257818086762
"1293"	"liver"	"injury"	1.0719257224744
"1294"	"injury"	"liver"	1.0719257224744
"1295"	"target"	"molecule"	1.07070697915394
"1296"	"molecule"	"target"	1.07070697915394
"1297"	"replication"	"entry"	1.07020550160575
"1298"	"entry"	"replication"	1.07020550160575
"1299"	"sign"	"opacity"	1.07007708894017
"1300"	"opacity"	"sign"	1.07007708894017
"1301"	"reverse"	"assay"	1.06958627294883
"1302"	"assay"	"reverse"	1.06958627294883
"1303"	"replication"	"genome"	1.06839143629965
"1304"	"genome"	"replication"	1.06839143629965
"1305"	"protease"	"site"	1.06794799099631
"1306"	"site"	"protease"	1.06794799099631
"1307"	"size"	"material"	1.06575403339655
"1308"	"material"	"size"	1.06575403339655
"1309"	"distribution"	"opacity"	1.06374619807671
"1310"	"opacity"	"distribution"	1.06374619807671
"1311"	"telehealth"	"delivery"	1.06342220077319
"1312"	"delivery"	"telehealth"	1.06342220077319
"1313"	"specimen"	"pcr"	1.0625041288907
"1314"	"pcr"	"specimen"	1.0625041288907
"1315"	"damage"	"tissue"	1.06147319867084
"1316"	"tissue"	"damage"	1.06147319867084
"1317"	"perception"	"questionnaire"	1.05880849495404
"1318"	"questionnaire"	"perception"	1.05880849495404
"1319"	"admission"	"icu"	1.0583343548906
"1320"	"icu"	"admission"	1.0583343548906
"1321"	"remdesivir"	"drug"	1.05786697670826
"1322"	"drug"	"remdesivir"	1.05786697670826
"1323"	"marker"	"il"	1.05665888331854
"1324"	"il"	"marker"	1.05665888331854
"1325"	"ct"	"ray"	1.05485814831141
"1326"	"ray"	"ct"	1.05485814831141
"1327"	"glass"	"lung"	1.05343132079459
"1328"	"lung"	"glass"	1.05343132079459
"1329"	"dataset"	"network"	1.05145742995143
"1330"	"network"	"dataset"	1.05145742995143
"1331"	"cohort"	"hr"	1.050835459262
"1332"	"hr"	"cohort"	1.050835459262
"1333"	"endpoint"	"trial"	1.05076609301438
"1334"	"trial"	"endpoint"	1.05076609301438
"1335"	"therapeutic"	"spike"	1.04948575974729
"1336"	"spike"	"therapeutic"	1.04948575974729
"1337"	"mask"	"droplet"	1.04905911216157
"1338"	"droplet"	"mask"	1.04905911216157
"1339"	"lymphopenia"	"fever"	1.04836738570459
"1340"	"fever"	"lymphopenia"	1.04836738570459
"1341"	"regression"	"ci"	1.04487295437898
"1342"	"ci"	"regression"	1.04487295437898
"1343"	"protease"	"receptor"	1.04474875602138
"1344"	"receptor"	"protease"	1.04474875602138
"1345"	"pandemics"	"epidemics"	1.04099625374288
"1346"	"epidemics"	"pandemics"	1.04099625374288
"1347"	"enzyme"	"spike"	1.04026104600248
"1348"	"spike"	"enzyme"	1.04026104600248
"1349"	"cochrane"	"trial"	1.04011216631085
"1350"	"trial"	"cochrane"	1.04011216631085
"1351"	"sign"	"glass"	1.0367258705714
"1352"	"glass"	"sign"	1.0367258705714
"1353"	"fusion"	"cell"	1.03420581107492
"1354"	"cell"	"fusion"	1.03420581107492
"1355"	"attitude"	"knowledge"	1.03398234158173
"1356"	"knowledge"	"attitude"	1.03398234158173
"1357"	"depression"	"disorder"	1.03366123905834
"1358"	"disorder"	"depression"	1.03366123905834
"1359"	"characteristic"	"roc"	1.03355125054738
"1360"	"roc"	"characteristic"	1.03355125054738
"1361"	"protocol"	"dissemination"	1.03352127015758
"1362"	"dissemination"	"protocol"	1.03352127015758
"1363"	"polymerase"	"swab"	1.03212765021676
"1364"	"swab"	"polymerase"	1.03212765021676
"1365"	"supply"	"chain"	1.03210121448729
"1366"	"chain"	"supply"	1.03210121448729
"1367"	"letter"	"trial"	1.03058110045226
"1368"	"trial"	"letter"	1.03058110045226
"1369"	"compound"	"drug"	1.03050427859247
"1370"	"drug"	"compound"	1.03050427859247
"1371"	"mask"	"shortage"	1.02956545957592
"1372"	"shortage"	"mask"	1.02956545957592
"1373"	"sequence"	"spike"	1.02926200888168
"1374"	"spike"	"sequence"	1.02926200888168
"1375"	"samples"	"rt"	1.02626981961166
"1376"	"rt"	"samples"	1.02626981961166
"1377"	"attitude"	"survey"	1.02621465000075
"1378"	"survey"	"attitude"	1.02621465000075
"1379"	"strain"	"sequence"	1.02589824636236
"1380"	"sequence"	"strain"	1.02589824636236
"1381"	"transcription"	"assay"	1.02499968808414
"1382"	"assay"	"transcription"	1.02499968808414
"1383"	"distribution"	"glass"	1.02215976217234
"1384"	"glass"	"distribution"	1.02215976217234
"1385"	"ii"	"receptor"	1.02162987061075
"1386"	"receptor"	"ii"	1.02162987061075
"1387"	"igm"	"onset"	1.02024042880683
"1388"	"onset"	"igm"	1.02024042880683
"1389"	"neutrophil"	"inflammation"	1.0193440001943
"1390"	"inflammation"	"neutrophil"	1.0193440001943
"1391"	"entry"	"cell"	1.01929071564893
"1392"	"cell"	"entry"	1.01929071564893
"1393"	"society"	"statement"	1.01738108801139
"1394"	"statement"	"society"	1.01738108801139
"1395"	"ground"	"fever"	1.01610992768291
"1396"	"fever"	"ground"	1.01610992768291
"1397"	"meta"	"interval"	1.01344386120195
"1398"	"interval"	"meta"	1.01344386120195
"1399"	"performance"	"assay"	1.01300362870022
"1400"	"assay"	"performance"	1.01300362870022
"1401"	"pain"	"chest"	1.01175043735354
"1402"	"chest"	"pain"	1.01175043735354
"1403"	"education"	"school"	1.01142524049374
"1404"	"school"	"education"	1.01142524049374
"1405"	"obesity"	"comorbidity"	1.01063137245086
"1406"	"comorbidity"	"obesity"	1.01063137245086
"1407"	"droplet"	"contact"	1.00990622804079
"1408"	"contact"	"droplet"	1.00990622804079
"1409"	"donor"	"antibody"	1.00872826768859
"1410"	"antibody"	"donor"	1.00872826768859
"1411"	"student"	"university"	1.00803826285489
"1412"	"university"	"student"	1.00803826285489
"1413"	"consensus"	"recommendation"	1.00771925598178
"1414"	"recommendation"	"consensus"	1.00771925598178
"1415"	"specimen"	"detection"	1.0068715348762
"1416"	"detection"	"specimen"	1.0068715348762
"1417"	"specificity"	"samples"	1.00604843820551
"1418"	"samples"	"specificity"	1.00604843820551
"1419"	"specificity"	"detection"	1.00253078632367
"1420"	"detection"	"specificity"	1.00253078632367
"1421"	"home"	"nursing"	1.00177620779683
"1422"	"nursing"	"home"	1.00177620779683
"1423"	"tomography"	"reverse"	1.00092753367591
"1424"	"reverse"	"tomography"	1.00092753367591
"1425"	"trials"	"efficacy"	1.00049108843294
"1426"	"efficacy"	"trials"	1.00049108843294
"1427"	"energy"	"interaction"	1.00032675762686
"1428"	"interaction"	"energy"	1.00032675762686
